Time;OrderID;ItemID;MenuItem;Side 1;Side 2
10/6/24 12:12;40;1;Large Platter - Pulled Pork;Mac and Cheese;Mac and Cheese
10/6/24 12:12;40;2;Sandwich - Brisket;Fries;
10/6/24 12:13;41;1;Sandwich - Pulled Pork;Green Beans;
10/6/24 12:13;41;2;Large Platter - Pulled Pork;Baked Beans;Green Beans
10/6/24 12:15;42;1;Large Platter - Pulled Pork;Fries;Fries
10/6/24 12:15;42;2;Large Platter - Ribs;Green Beans;Mac and Cheese
10/6/24 12:17;43;1;Small Platter - Pulled Pork;Green Beans;
10/6/24 12:17;43;2;Large Platter - Brisket;Mac and Cheese;Green Beans
10/6/24 12:17;44;1;Small Platter - Ribs;Mac and Cheese;
10/6/24 12:17;44;2;Large Platter - Brisket;Fries;Fries
10/6/24 12:24;45;1;Large Platter - Ribs;Baked Beans;Fries
10/6/24 12:24;45;2;Small Platter - Pulled Pork;Fries;
10/6/24 12:24;46;1;Small Platter - Brisket;Baked Beans;
10/6/24 12:24;46;2;Small Platter - Ribs;Mac and Cheese;
10/6/24 12:27;47;1;Small Platter - Ribs;Mac and Cheese;
10/6/24 12:30;48;1;Small Platter - Brisket;Fries;
10/6/24 12:30;48;2;Sandwich - Pulled Pork;Mac and Cheese;
10/6/24 12:30;48;3;Small Platter - Brisket;Baked Beans;
10/6/24 12:30;49;1;Large Platter - Pulled Pork;Baked Beans;Baked Beans
10/6/24 12:32;50;1;Large Platter - Brisket;Mac and Cheese;Baked Beans
10/6/24 12:32;50;2;Small Platter - Brisket;Mac and Cheese;
10/6/24 12:33;51;1;Sandwich - Pulled Pork;Fries;
10/6/24 12:33;51;2;Small Platter - Brisket;Baked Beans;
10/6/24 12:33;52;1;Small Platter - Pulled Pork;Fries;
10/6/24 12:36;53;1;Large Platter - Ribs;Baked Beans;Baked Beans
10/6/24 12:38;54;1;Large Platter - Ribs;Mac and Cheese;Green Beans
10/6/24 12:38;54;2;Large Platter - Brisket;Baked Beans;Baked Beans
10/6/24 12:39;55;1;Small Platter - Pulled Pork;Fries;
10/6/24 12:42;56;1;Large Platter - Ribs;Green Beans;Mac and Cheese
10/6/24 12:42;56;2;Large Platter - Pulled Pork;Mac and Cheese;Green Beans
10/6/24 12:44;57;1;Large Platter - Ribs;Mac and Cheese;Green Beans
10/6/24 12:44;57;2;Small Platter - Brisket;Mac and Cheese;
10/6/24 12:45;58;1;Large Platter - Pulled Pork;Fries;Green Beans
10/6/24 12:45;58;2;Small Platter - Pulled Pork;Fries;
10/6/24 12:45;59;1;Large Platter - Pulled Pork;Fries;Green Beans
10/6/24 12:45;59;2;Small Platter - Brisket;Mac and Cheese;
10/6/24 12:47;60;1;Small Platter - Ribs;Green Beans;
10/6/24 12:47;60;2;Small Platter - Pulled Pork;Baked Beans;
10/6/24 12:47;60;3;Small Platter - Pulled Pork;Baked Beans;
10/6/24 12:47;60;4;Small Platter - Ribs;Fries;
10/6/24 12:50;61;1;Large Platter - Pulled Pork;Fries;Green Beans
10/6/24 12:50;61;2;Sandwich - Brisket;Fries;
10/6/24 12:53;62;1;Large Platter - Pulled Pork;Baked Beans;Mac and Cheese
10/6/24 12:54;63;1;Small Platter - Brisket;Baked Beans;
10/6/24 12:54;63;2;Large Platter - Ribs;Baked Beans;Green Beans
10/6/24 12:55;64;1;Large Platter - Ribs;Fries;Green Beans
10/6/24 12:55;64;2;Sandwich - Pulled Pork;Fries;
10/6/24 12:59;65;1;Sandwich - Pulled Pork;Fries;
10/6/24 12:59;65;2;Sandwich - Brisket;Fries;
10/6/24 13:00;66;1;Large Platter - Ribs;Mac and Cheese;Fries
10/6/24 13:00;66;2;Small Platter - Brisket;Green Beans;
10/6/24 13:01;67;1;Small Platter - Pulled Pork;Fries;
10/6/24 13:01;68;1;Sandwich - Pulled Pork;Fries;
10/6/24 13:01;68;2;Large Platter - Brisket;Green Beans;Green Beans
10/6/24 13:02;69;1;Small Platter - Ribs;Fries;
10/6/24 13:02;69;2;Small Platter - Pulled Pork;Baked Beans;
10/6/24 13:02;70;1;Sandwich - Pulled Pork;Mac and Cheese;
10/6/24 13:02;70;2;Sandwich - Pulled Pork;Mac and Cheese;
10/6/24 13:03;71;1;Large Platter - Ribs;Fries;Baked Beans
10/6/24 13:03;71;2;Small Platter - Pulled Pork;Green Beans;
10/6/24 13:05;72;1;Large Platter - Pulled Pork;Green Beans;Baked Beans
10/6/24 13:05;72;2;Large Platter - Ribs;Green Beans;Green Beans
10/6/24 13:05;72;3;Large Platter - Ribs;Green Beans;Baked Beans
10/6/24 13:05;72;4;Large Platter - Pulled Pork;Mac and Cheese;Green Beans
10/6/24 13:05;72;5;Large Platter - Pulled Pork;Fries;Green Beans
10/6/24 13:06;73;1;Small Platter - Pulled Pork;Green Beans;
10/6/24 13:06;73;2;Sandwich - Pulled Pork;Green Beans;
10/6/24 13:09;74;1;Large Platter - Brisket;Baked Beans;Green Beans
10/6/24 13:09;75;1;Small Platter - Ribs;Green Beans;
10/6/24 13:10;76;1;Small Platter - Ribs;Mac and Cheese;
10/6/24 13:10;76;2;Large Platter - Pulled Pork;Fries;Green Beans
10/6/24 13:13;77;1;Small Platter - Ribs;Green Beans;
10/6/24 13:13;77;2;Small Platter - Ribs;Fries;
10/6/24 13:15;78;1;Small Platter - Ribs;Mac and Cheese;
10/6/24 13:15;78;2;Large Platter - Ribs;Fries;Baked Beans
10/6/24 13:15;78;3;Small Platter - Brisket;Baked Beans;
10/6/24 13:15;79;1;Small Platter - Brisket;Mac and Cheese;
10/6/24 13:15;79;2;Sandwich - Brisket;Fries;
10/6/24 13:15;80;1;Small Platter - Pulled Pork;Fries;
10/6/24 13:15;80;2;Small Platter - Brisket;Mac and Cheese;
10/6/24 13:15;80;3;Sandwich - Pulled Pork;Fries;
10/6/24 13:15;80;4;Large Platter - Pulled Pork;Baked Beans;Baked Beans
10/6/24 13:15;80;5;Small Platter - Ribs;Fries;
10/6/24 13:15;81;1;Large Platter - Pulled Pork;Baked Beans;Fries
10/6/24 13:15;81;2;Small Platter - Brisket;Fries;
10/6/24 13:15;81;3;Large Platter - Brisket;Baked Beans;Mac and Cheese
10/6/24 13:18;82;1;Large Platter - Pulled Pork;Fries;Baked Beans
10/6/24 13:18;82;2;Sandwich - Brisket;Fries;
10/6/24 13:18;83;1;Small Platter - Pulled Pork;Baked Beans;
10/6/24 13:18;83;2;Large Platter - Brisket;Mac and Cheese;Fries
10/6/24 13:18;83;3;Large Platter - Pulled Pork;Green Beans;Mac and Cheese
10/6/24 13:18;83;4;Sandwich - Pulled Pork;Fries;
10/6/24 13:20;84;1;Small Platter - Brisket;Green Beans;
10/6/24 13:24;85;1;Small Platter - Pulled Pork;Fries;
10/6/24 13:24;85;2;Sandwich - Pulled Pork;Fries;
10/6/24 13:25;86;1;Small Platter - Ribs;Mac and Cheese;
10/6/24 13:26;87;1;Small Platter - Pulled Pork;Mac and Cheese;
10/6/24 13:28;88;1;Large Platter - Brisket;Mac and Cheese;Green Beans
10/6/24 13:28;88;2;Sandwich - Pulled Pork;Fries;
10/6/24 13:28;89;1;Small Platter - Pulled Pork;Fries;
10/6/24 13:28;89;2;Sandwich - Brisket;Fries;
10/6/24 13:29;90;1;Large Platter - Brisket;Baked Beans;Baked Beans
10/6/24 13:29;91;1;Small Platter - Brisket;Baked Beans;
10/6/24 13:29;91;2;Small Platter - Brisket;Fries;
10/6/24 13:29;91;3;Small Platter - Brisket;Green Beans;
10/6/24 13:29;91;4;Small Platter - Pulled Pork;Fries;
10/6/24 13:31;92;1;Small Platter - Ribs;Green Beans;
10/6/24 13:31;92;2;Small Platter - Pulled Pork;Green Beans;
10/6/24 13:31;92;3;Sandwich - Pulled Pork;Fries;
10/6/24 13:31;92;4;Small Platter - Brisket;Fries;
10/6/24 13:32;93;1;Sandwich - Pulled Pork;Mac and Cheese;
10/6/24 13:32;93;2;Small Platter - Brisket;Mac and Cheese;
10/6/24 13:32;93;3;Small Platter - Ribs;Mac and Cheese;
10/6/24 13:32;93;4;Sandwich - Pulled Pork;Fries;
10/6/24 13:32;93;5;Sandwich - Brisket;Fries;
10/6/24 13:32;93;6;Sandwich - Pulled Pork;Green Beans;
10/6/24 13:34;94;1;Small Platter - Brisket;Fries;
10/6/24 13:34;94;2;Sandwich - Pulled Pork;Fries;
10/6/24 13:36;95;1;Small Platter - Brisket;Fries;
10/6/24 13:36;95;2;Small Platter - Pulled Pork;Fries;
10/6/24 13:40;96;1;Small Platter - Ribs;Fries;
10/6/24 13:40;96;2;Sandwich - Pulled Pork;Green Beans;
10/6/24 13:40;96;3;Sandwich - Brisket;Fries;
10/6/24 13:40;97;1;Sandwich - Pulled Pork;Fries;
10/6/24 13:44;98;1;Sandwich - Pulled Pork;Mac and Cheese;
10/6/24 13:44;98;2;Small Platter - Pulled Pork;Green Beans;
10/6/24 13:44;98;3;Large Platter - Brisket;Mac and Cheese;Green Beans
10/6/24 13:44;99;1;Large Platter - Pulled Pork;Mac and Cheese;Mac and Cheese
10/6/24 13:45;100;1;Large Platter - Brisket;Baked Beans;Fries
10/6/24 13:51;101;1;Sandwich - Pulled Pork;Fries;
10/6/24 13:55;102;1;Sandwich - Pulled Pork;Fries;
10/6/24 13:56;103;1;Small Platter - Brisket;Fries;
10/6/24 13:56;103;2;Large Platter - Brisket;Green Beans;Mac and Cheese
10/6/24 13:57;104;1;Small Platter - Ribs;Fries;
10/6/24 13:57;104;2;Large Platter - Ribs;Green Beans;Baked Beans
10/6/24 13:57;104;3;Large Platter - Pulled Pork;Mac and Cheese;Baked Beans
10/6/24 14:07;105;1;Large Platter - Pulled Pork;Baked Beans;Green Beans
10/6/24 14:07;106;1;Sandwich - Pulled Pork;Fries;
10/6/24 14:08;107;1;Sandwich - Brisket;Mac and Cheese;
10/6/24 14:08;107;2;Sandwich - Brisket;Fries;
10/6/24 14:08;107;3;Sandwich - Pulled Pork;Fries;
10/6/24 14:14;108;1;Large Platter - Brisket;Mac and Cheese;Green Beans
10/6/24 14:20;109;1;Small Platter - Pulled Pork;Fries;
10/6/24 14:20;109;2;Large Platter - Ribs;Green Beans;Mac and Cheese
10/6/24 14:25;110;1;Large Platter - Pulled Pork;Green Beans;Baked Beans
10/6/24 14:25;110;2;Small Platter - Ribs;Fries;
10/6/24 14:27;111;1;Sandwich - Brisket;Fries;
10/6/24 14:27;111;2;Sandwich - Brisket;Fries;
10/6/24 14:27;111;3;Large Platter - Brisket;Mac and Cheese;Fries
10/6/24 14:27;111;4;Large Platter - Ribs;Baked Beans;Green Beans
10/6/24 14:31;112;1;Large Platter - Brisket;Green Beans;Green Beans
10/6/24 14:34;113;1;Large Platter - Ribs;Mac and Cheese;Mac and Cheese
10/6/24 14:34;113;2;Large Platter - Pulled Pork;Mac and Cheese;Green Beans
10/6/24 14:34;113;3;Small Platter - Pulled Pork;Fries;
10/6/24 14:34;113;4;Sandwich - Pulled Pork;Fries;
10/6/24 14:34;113;5;Sandwich - Brisket;Mac and Cheese;
10/6/24 14:35;114;1;Sandwich - Brisket;Fries;
10/6/24 14:35;114;2;Small Platter - Pulled Pork;Mac and Cheese;
10/6/24 14:37;115;1;Sandwich - Brisket;Fries;
10/6/24 14:37;115;2;Sandwich - Pulled Pork;Fries;
10/6/24 14:40;116;1;Large Platter - Pulled Pork;Mac and Cheese;Green Beans
10/6/24 14:40;117;1;Sandwich - Pulled Pork;Baked Beans;
10/6/24 14:40;117;2;Small Platter - Ribs;Baked Beans;
10/6/24 14:42;118;1;Sandwich - Brisket;Fries;
10/6/24 14:42;118;2;Large Platter - Brisket;Green Beans;Fries
10/6/24 14:45;119;1;Small Platter - Brisket;Fries;
10/6/24 14:45;119;2;Small Platter - Pulled Pork;Baked Beans;
10/6/24 14:45;119;3;Large Platter - Brisket;Fries;Green Beans
10/6/24 14:45;120;1;Sandwich - Brisket;Fries;
10/6/24 14:45;120;2;Sandwich - Brisket;Fries;
10/6/24 14:45;120;3;Small Platter - Brisket;Green Beans;
10/6/24 14:45;120;4;Sandwich - Pulled Pork;Fries;
10/6/24 14:49;121;1;Sandwich - Brisket;Fries;
10/6/24 14:49;121;2;Sandwich - Brisket;Mac and Cheese;
10/6/24 14:52;122;1;Small Platter - Brisket;Green Beans;
10/6/24 14:52;122;2;Sandwich - Pulled Pork;Green Beans;
10/6/24 14:56;123;1;Sandwich - Pulled Pork;Fries;
10/6/24 14:56;123;2;Sandwich - Pulled Pork;Fries;
10/6/24 14:58;124;1;Small Platter - Brisket;Baked Beans;
10/6/24 14:58;124;2;Small Platter - Pulled Pork;Mac and Cheese;
10/6/24 14:59;125;1;Sandwich - Pulled Pork;Green Beans;
10/6/24 14:59;125;2;Sandwich - Brisket;Fries;
10/6/24 15:00;126;1;Large Platter - Pulled Pork;Fries;Green Beans
10/6/24 15:01;127;1;Small Platter - Pulled Pork;Mac and Cheese;
10/6/24 15:03;128;1;Large Platter - Brisket;Mac and Cheese;Baked Beans
10/6/24 15:15;129;1;Large Platter - Pulled Pork;Mac and Cheese;Green Beans
10/6/24 15:15;129;2;Sandwich - Pulled Pork;Fries;
10/6/24 15:15;129;3;Large Platter - Ribs;Baked Beans;Green Beans
10/6/24 15:15;129;4;Large Platter - Pulled Pork;Fries;Baked Beans
10/6/24 15:20;130;1;Small Platter - Pulled Pork;Fries;
10/6/24 15:20;130;2;Sandwich - Brisket;Fries;
10/6/24 15:27;131;1;Small Platter - Pulled Pork;Fries;
10/6/24 15:27;131;2;Small Platter - Pulled Pork;Baked Beans;
10/6/24 15:28;132;1;Large Platter - Pulled Pork;Mac and Cheese;Baked Beans
10/6/24 15:28;132;2;Small Platter - Brisket;Fries;
10/6/24 15:28;132;3;Large Platter - Pulled Pork;Green Beans;Mac and Cheese
10/6/24 15:33;133;1;Large Platter - Ribs;Green Beans;Green Beans
10/6/24 15:33;133;2;Sandwich - Pulled Pork;Fries;
10/6/24 15:34;134;1;Large Platter - Pulled Pork;Mac and Cheese;Mac and Cheese
10/6/24 15:36;135;1;Small Platter - Pulled Pork;Mac and Cheese;
10/6/24 15:36;135;2;Sandwich - Pulled Pork;Fries;
10/6/24 15:36;135;3;Sandwich - Brisket;Fries;
10/6/24 15:36;136;1;Sandwich - Brisket;Fries;
10/6/24 15:36;136;2;Small Platter - Brisket;Fries;
10/6/24 15:36;136;3;Sandwich - Brisket;Fries;
10/6/24 15:38;137;1;Small Platter - Pulled Pork;Baked Beans;
10/6/24 15:38;137;2;Small Platter - Ribs;Mac and Cheese;
10/6/24 15:39;138;1;Sandwich - Pulled Pork;Green Beans;
10/6/24 15:39;138;2;Small Platter - Brisket;Fries;
10/6/24 15:39;139;1;Large Platter - Brisket;Green Beans;Mac and Cheese
10/6/24 15:39;140;1;Small Platter - Pulled Pork;Mac and Cheese;
10/6/24 15:42;141;1;Small Platter - Brisket;Baked Beans;
10/6/24 15:42;141;2;Sandwich - Brisket;Fries;
10/6/24 15:44;142;1;Sandwich - Pulled Pork;Fries;
10/6/24 15:44;142;2;Sandwich - Brisket;Fries;
10/6/24 15:45;143;1;Small Platter - Pulled Pork;Fries;
10/6/24 15:45;143;2;Large Platter - Brisket;Mac and Cheese;Baked Beans
10/6/24 15:49;144;1;Sandwich - Pulled Pork;Fries;
10/6/24 15:49;144;2;Large Platter - Ribs;Baked Beans;Green Beans
10/6/24 15:49;144;3;Small Platter - Brisket;Fries;
10/6/24 16:01;145;1;Sandwich - Pulled Pork;Green Beans;
10/6/24 16:01;145;2;Large Platter - Brisket;Baked Beans;Green Beans
10/6/24 16:04;146;1;Sandwich - Brisket;Fries;
10/6/24 16:04;146;2;Small Platter - Brisket;Fries;
10/6/24 16:04;146;3;Small Platter - Pulled Pork;Baked Beans;
10/6/24 16:05;147;1;Sandwich - Pulled Pork;Mac and Cheese;
10/6/24 16:05;147;2;Small Platter - Brisket;Green Beans;
10/6/24 16:05;147;3;Sandwich - Pulled Pork;Fries;
10/6/24 16:05;147;4;Large Platter - Ribs;Green Beans;Green Beans
10/6/24 16:06;148;1;Sandwich - Brisket;Fries;
10/6/24 16:06;148;2;Small Platter - Pulled Pork;Baked Beans;
10/6/24 16:06;148;3;Small Platter - Brisket;Baked Beans;
10/6/24 16:06;148;4;Sandwich - Brisket;Fries;
10/6/24 16:07;149;1;Large Platter - Brisket;Fries;Mac and Cheese
10/6/24 16:11;150;1;Small Platter - Pulled Pork;Fries;
10/6/24 16:11;150;2;Large Platter - Pulled Pork;Green Beans;Green Beans
10/6/24 16:12;151;1;Small Platter - Ribs;Baked Beans;
10/6/24 16:12;151;2;Sandwich - Brisket;Fries;
10/6/24 16:13;152;1;Small Platter - Brisket;Green Beans;
10/6/24 16:13;152;2;Large Platter - Brisket;Mac and Cheese;Mac and Cheese
10/6/24 16:15;153;1;Large Platter - Pulled Pork;Green Beans;Baked Beans
10/6/24 16:15;153;2;Sandwich - Pulled Pork;Mac and Cheese;
10/6/24 16:15;153;3;Small Platter - Ribs;Fries;
10/6/24 16:15;153;4;Sandwich - Pulled Pork;Baked Beans;
10/6/24 16:15;153;5;Small Platter - Pulled Pork;Mac and Cheese;
10/6/24 16:18;154;1;Large Platter - Pulled Pork;Green Beans;Baked Beans
10/6/24 16:19;155;1;Small Platter - Ribs;Mac and Cheese;
10/6/24 16:19;155;2;Sandwich - Brisket;Fries;
10/6/24 16:24;156;1;Large Platter - Brisket;Baked Beans;Mac and Cheese
10/6/24 16:24;156;2;Large Platter - Ribs;Fries;Mac and Cheese
10/6/24 16:26;157;1;Large Platter - Brisket;Baked Beans;Mac and Cheese
10/6/24 16:26;157;2;Small Platter - Ribs;Baked Beans;
10/6/24 16:28;158;1;Small Platter - Pulled Pork;Fries;
10/6/24 16:29;159;1;Small Platter - Pulled Pork;Green Beans;
10/6/24 16:29;159;2;Large Platter - Pulled Pork;Baked Beans;Green Beans
10/6/24 16:30;160;1;Small Platter - Pulled Pork;Baked Beans;
10/6/24 16:30;160;2;Sandwich - Pulled Pork;Green Beans;
10/6/24 16:30;160;3;Sandwich - Brisket;Fries;
10/6/24 16:30;160;4;Small Platter - Ribs;Mac and Cheese;
10/6/24 16:30;160;5;Sandwich - Brisket;Fries;
10/6/24 16:30;160;6;Large Platter - Ribs;Mac and Cheese;Fries
10/6/24 16:34;161;1;Sandwich - Pulled Pork;Fries;
10/6/24 16:34;161;2;Small Platter - Brisket;Baked Beans;
10/6/24 16:35;162;1;Sandwich - Brisket;Fries;
10/6/24 16:35;162;2;Sandwich - Pulled Pork;Baked Beans;
10/6/24 16:36;163;1;Small Platter - Pulled Pork;Baked Beans;
10/6/24 16:36;163;2;Small Platter - Brisket;Fries;
10/6/24 16:40;164;1;Small Platter - Pulled Pork;Baked Beans;
10/6/24 16:40;164;2;Sandwich - Pulled Pork;Fries;
10/6/24 16:44;165;1;Large Platter - Brisket;Mac and Cheese;Baked Beans
10/6/24 16:44;165;2;Sandwich - Pulled Pork;Fries;
10/6/24 16:44;165;3;Small Platter - Pulled Pork;Fries;
10/6/24 16:47;166;1;Small Platter - Ribs;Fries;
10/6/24 16:47;167;1;Large Platter - Pulled Pork;Fries;Mac and Cheese
10/6/24 16:47;167;2;Sandwich - Pulled Pork;Fries;
10/6/24 16:47;167;3;Small Platter - Pulled Pork;Mac and Cheese;
10/6/24 16:47;167;4;Sandwich - Pulled Pork;Fries;
10/6/24 16:47;167;5;Sandwich - Brisket;Fries;
10/6/24 16:47;167;6;Large Platter - Pulled Pork;Fries;Baked Beans
10/6/24 16:47;168;1;Sandwich - Pulled Pork;Fries;
10/6/24 16:47;168;2;Small Platter - Ribs;Mac and Cheese;
10/6/24 16:47;168;3;Small Platter - Brisket;Fries;
10/6/24 16:47;168;4;Large Platter - Ribs;Baked Beans;Fries
10/6/24 16:47;168;5;Sandwich - Pulled Pork;Fries;
10/6/24 16:47;168;6;Sandwich - Brisket;Fries;
10/6/24 16:48;169;1;Sandwich - Pulled Pork;Fries;
10/6/24 16:48;170;1;Small Platter - Ribs;Fries;
10/6/24 16:48;170;2;Small Platter - Ribs;Baked Beans;
10/6/24 16:48;170;3;Large Platter - Brisket;Green Beans;Baked Beans
10/6/24 16:48;170;4;Small Platter - Ribs;Mac and Cheese;
10/6/24 16:49;171;1;Small Platter - Pulled Pork;Baked Beans;
10/6/24 16:49;171;2;Large Platter - Ribs;Baked Beans;Green Beans
10/6/24 16:49;171;3;Small Platter - Pulled Pork;Green Beans;
10/6/24 16:49;171;4;Small Platter - Pulled Pork;Fries;
10/6/24 16:50;172;1;Small Platter - Ribs;Fries;
10/6/24 16:50;172;2;Sandwich - Brisket;Fries;
10/6/24 16:51;173;1;Large Platter - Brisket;Green Beans;Baked Beans
10/6/24 16:51;173;2;Small Platter - Brisket;Baked Beans;
10/6/24 16:51;173;3;Large Platter - Pulled Pork;Green Beans;Baked Beans
10/6/24 16:51;173;4;Sandwich - Pulled Pork;Fries;
10/6/24 16:54;174;1;Large Platter - Brisket;Baked Beans;Mac and Cheese
10/6/24 16:54;174;2;Small Platter - Brisket;Fries;
10/6/24 16:54;174;3;Small Platter - Ribs;Fries;
10/6/24 16:56;175;1;Small Platter - Ribs;Baked Beans;
10/6/24 16:57;176;1;Large Platter - Brisket;Mac and Cheese;Mac and Cheese
10/6/24 16:57;176;2;Small Platter - Ribs;Fries;
10/6/24 17:01;177;1;Large Platter - Brisket;Fries;Green Beans
10/6/24 17:02;178;1;Sandwich - Brisket;Fries;
10/6/24 17:02;178;2;Large Platter - Pulled Pork;Mac and Cheese;Mac and Cheese
10/6/24 17:02;179;1;Small Platter - Pulled Pork;Mac and Cheese;
10/6/24 17:02;179;2;Sandwich - Brisket;Mac and Cheese;
10/6/24 17:02;179;3;Large Platter - Ribs;Green Beans;Mac and Cheese
10/6/24 17:02;179;4;Large Platter - Brisket;Mac and Cheese;Fries
10/6/24 17:02;179;5;Large Platter - Ribs;Green Beans;Mac and Cheese
10/6/24 17:02;179;6;Sandwich - Pulled Pork;Fries;
10/6/24 17:03;180;1;Large Platter - Brisket;Fries;Green Beans
10/6/24 17:03;180;2;Large Platter - Ribs;Fries;Mac and Cheese
10/6/24 17:05;181;1;Large Platter - Brisket;Mac and Cheese;Green Beans
10/6/24 17:05;181;2;Small Platter - Ribs;Mac and Cheese;
10/6/24 17:05;182;1;Sandwich - Brisket;Fries;
10/6/24 17:05;182;2;Small Platter - Pulled Pork;Baked Beans;
10/6/24 17:06;183;1;Small Platter - Pulled Pork;Fries;
10/6/24 17:06;183;2;Small Platter - Brisket;Fries;
10/6/24 17:06;183;3;Small Platter - Pulled Pork;Baked Beans;
10/6/24 17:06;183;4;Sandwich - Pulled Pork;Fries;
